experiment,detector,point_index,point,sweep_value,power_uw,detection_efficiency,photons_per_bright_dwell,contrast,switching_ratio,p_bright_stationary,gamma_tot_khz,horizon_us,target_fidelity,t_threshold_us,t_adaptive_count_us,t_fixed_count_mmpp_us,t_adaptive_mmpp_us,speedup_mmpp,speedup_mmpp_ci_low,speedup_mmpp_ci_high,speedup_count,speedup_count_ci_low,speedup_count_ci_high,speedup_fixed_count_mmpp,speedup_fixed_count_mmpp_ci_low,speedup_fixed_count_mmpp_ci_high
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.86,20.59324019226475,16.37882503077047,16.37882503077047,15.449920800234752,1.3329026380479472,1.3095328618345767,1.3559233223381615,1.2573087601568957,1.2479478654356668,1.341725917854605,1.2573087601568957,1.2479478654356668,1.341725917854605
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.87,22.34808331564421,17.09771830524185,17.09771830524185,16.603388154176788,1.3459953539676945,1.322155419617545,1.3793232116946108,1.307079863913344,1.288513716101346,1.3711184200444688,1.307079863913344,1.288513716101346,1.3711184200444688
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.88,24.726774446469257,24.618464932641576,24.62271758390332,18.1607742983004,1.3615484692623125,1.3424974032732662,1.4038526121132262,1.004399523452174,1.265050854700306,1.3928142623219,1.004226051093319,1.2677492627177531,1.3928142623219
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.89,27.110508155564084,26.641435944233688,26.67919667325136,22.481584388708857,1.2058984672441528,1.3498300988002976,1.4222045440941333,1.0176068666986369,1.1637025141879223,1.3659051948301368,1.016166584308933,1.1646582242615415,1.3643720078801922
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.9,30.235959741769165,28.830640379596915,28.907432037288217,22.669996025590013,1.3337434954835745,1.3468216208962642,1.5009591792256423,1.048743952394716,1.0985043284110567,1.3249701836572236,1.0459579980251188,1.0956519048849396,1.3135362975130271
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.91,37.057910632603736,31.199738123633363,31.3217686883448,26.850330219085595,1.3801659171499667,1.3653907271200685,2.415816233259106,1.1877635153781272,1.1071207302455055,1.570808322008581,1.183135952548983,1.0820792453837778,1.9140017508240499
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.92,nan,nan,64.08081669223253,38.58938447015915,nan,1.4186630044019775,2.690630501587221,nan,1.1771397363669944,1.677877899973005,nan,1.1366450382258906,1.9567435513790623
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.93,nan,nan,77.64802960389746,70.09063899779491,nan,nan,nan,nan,nan,nan,nan,nan,nan
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
power,det_nonpar_dt50ns_ap0.01_tau100ns,2,P4.000,4.0,4.0,1.0,15.303426214481657,0.9607843137254902,7.761300815577383,0.11413830218248229,5.532312006136339,1084.5375303028661,0.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
power,det_nonpar_dt50ns_ap0.01_tau100ns,3,P8.000,8.0,8.0,1.0,6.376427589367356,0.9607843137254902,7.065460052801482,0.12398548792671249,17.90240043403178,335.1505862082176,0.55,1.0,3.620819122191151,3.620819122191151,0.8813577165176771,1.1346130875793419,1.0190521485104092,1.3087654516930773,0.2761806006467527,0.2747401825309597,0.29361231912454877,0.2761806006467527,0.2747401825309597,0.29361231912454877
