experiment,detector,physics_layer,point_index,point,target_fidelity,t_threshold_us,t_exact_mmpp_us,t_grid_sprt_us,t_exhaustion_us,t_learned_us,speedup_exact_mmpp,speedup_exact_mmpp_ci_low,speedup_exact_mmpp_ci_high,speedup_grid_sprt,speedup_grid_sprt_ci_low,speedup_grid_sprt_ci_high,speedup_exhaustion,speedup_exhaustion_ci_low,speedup_exhaustion_ci_high,speedup_learned,speedup_learned_ci_low,speedup_learned_ci_high
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.79,4.3675301969498594,3.581401622471479,3.8845795703853847,3.8845795703853847,3.8587661244472495,1.219503048623707,1.181262676447681,1.2421526315625888,1.1243250698856355,1.1105658995616208,1.137797341924186,1.1243250698856355,1.1105658995616208,1.137797341924186,1.1318463094405566,1.1113486031518414,1.1528484410120339
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.8,4.656201945933578,3.7286688706570303,4.094021990393486,4.094021990393486,4.081110875137952,1.2487571590429554,1.2394305778455241,1.2591970297834496,1.137317277938231,1.122082387391279,1.1555779849718468,1.137317277938231,1.122082387391279,1.1555779849718468,1.1409153263389802,1.1218003973232875,1.161328751456401
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.81,4.989584586855892,3.9495677978777453,4.31475678490545,4.31475678490545,4.316267282862362,1.263324202090413,1.2372103788347202,1.272799939057342,1.1563999631013337,1.1387022559153277,1.172698971070395,1.1563999631013337,1.1387022559153277,1.172698971070395,1.1559952755166298,1.1341100961376493,1.1736603559039909
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.82,5.335269721008316,4.417312312984567,4.5473927977358715,4.5473927977358715,4.564973564085851,1.2078090347665569,1.1739974871903625,1.2532605146107798,1.1732590427782543,1.1565730136449992,1.1849097108345974,1.1732590427782543,1.1565730136449992,1.1849097108345974,1.168740551529726,1.1512207688314546,1.1800515899749486
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.83,5.683448297635462,4.492907287344814,4.792571699346251,4.792571699346251,4.8280104718128545,1.2649823230592914,1.2243826271416733,1.29228204923038,1.185886963028792,1.0395424964724786,1.1936606805365004,1.185886963028792,1.0395424964724786,1.1936606805365004,1.1771822639608738,1.1695122126498554,1.1848403011447588
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.84,6.124628252193559,4.795515041116654,6.021569634804647,6.021569634804647,5.118484451479311,1.2771575523548802,1.244145403161699,1.3160799932437757,1.0171149091747165,1.0035510114241735,1.082171444640382,1.0171149091747165,1.0035510114241735,1.082171444640382,1.1965706470835247,1.1826066737567233,1.2145297077794317
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.85,6.634609082370025,5.032528534029686,6.047054921740255,6.047054921740255,5.430781411119959,1.3183450501089375,1.263835108679817,1.3329416582818594,1.0971636884787348,1.0536661566989352,1.1415009234594296,1.0971636884787348,1.0536661566989352,1.1415009234594296,1.2216674876262066,1.1973221698387955,1.2416613254345816
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.86,7.18945880150136,5.3093376779168615,6.07264807089279,6.07264807089279,5.762132720134005,1.3541159439537043,1.2678365401805392,1.3638468774096368,1.183908357206081,1.1408779423294593,1.2397660519216327,1.183908357206081,1.1408779423294593,1.2397660519216327,1.247707949589568,1.2245184378948237,1.2722863031550695
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.87,7.862819638269868,5.761137856008704,6.696785821255223,6.939414925139394,6.120654154392986,1.3648032445655105,1.3098571616779255,1.389512575490522,1.174118427576662,1.1548247657957935,1.2848324318261073,1.1330666523175115,1.1212987464442974,1.2848324318261073,1.2846371384382949,1.262839015525809,1.2969870281474138
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.88,8.704648852230331,6.313344244794849,7.0705098534646345,7.0705098534646345,6.673694886686028,1.3787698745252228,1.2472670167375883,1.389415880108952,1.2311203905564108,1.1900905658018137,1.2929662559390172,1.2311203905564108,1.1799650581971435,1.2918617684723153,1.3043222682529345,1.2871115178828139,1.3263363090698341
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.89,9.788693664224018,7.037878172208598,7.183564174828816,7.183564174828816,7.276706429918568,1.3908586401620207,1.3259944622388107,1.4826099230406824,1.362651383908223,1.2675855354755694,1.388295011554476,1.362651383908223,1.2890893086896247,1.388295011554476,1.3452093688948725,1.3193390139534809,1.413221907011854
demo,ideal,nv_charge_readout_master_v1_4,1,moderate,0.9,12.214472496744474,8.03172464379919,7.894172216050781,7.894172216050781,7.947676381605205,1.520778293386157,1.4408667376404527,1.9445578504562757,1.5472771764352273,1.3818893010532003,1.9480813288229213,1.5472771764352273,1.3779055759209036,1.9502621355063228,1.5368608270229414,1.4085061110680523,1.943406575938034
